s/d,stress(rol=0),dilation(rol=0),rotation(rol=0),stress(rol=0.0025),dilation(rol=0.0025),rotation(rol=0.0025),stress(rol=0.1),dilation(rol=0.1),rotation(rol=0.1)
0.18758175,27.210433,0.186417,2298.82,27.796929,0.18631,202.914,39.120569,0.185314,47.9694
0.19014975,26.44913,0.187366,2327.56,27.422889,0.187252,205.632,38.198253,0.186424,48.6833
0.19296425,25.727673,0.188389,2358.07,26.877839,0.188278,208.828,37.521969,0.187607,49.3798
0.1954975,25.35775,0.189281,2386.48,26.603146,0.189083,212.058,37.438517,0.188496,50.031
0.19779925,24.779665,0.190056,2413.29,25.984593,0.189861,214.885,37.268203,0.189274,50.5309
0.20061925,23.995274,0.190933,2447.62,25.002594,0.190704,218.515,36.82648,0.189987,51.2826
0.202899,23.66405,0.191692,2475.5,24.136186,0.19149,221.907,35.924979,0.190681,51.8193
0.20545775,23.007807,0.192402,2508.19,23.836274,0.192257,224.983,34.715144,0.191387,52.3899
0.20826425,22.373324,0.193134,2543.58,23.315827,0.193016,228.136,33.640822,0.192207,52.8193
0.210556,21.907597,0.193825,2571.15,22.592048,0.193619,230.692,32.690051,0.19289,53.262
0.2133885,20.981239,0.19453,2604.02,22.276882,0.194263,233.949,31.767071,0.193672,54.2186
0.21568875,20.419336,0.195068,2630.2,21.81465,0.194817,236.566,31.286846,0.194317,55.0728
0.21824875,19.744859,0.195671,2658.49,21.178931,0.195248,239.301,31.29256,0.194855,56.0358
0.221116,18.427542,0.196037,2688.79,21.084136,0.195766,242.273,31.266483,0.195221,56.7859
0.22346,17.368771,0.196472,2711.85,20.381406,0.196156,244.721,30.562047,0.195663,57.2396
0.2262595,16.813521,0.196983,2740.39,19.286552,0.196625,248.129,29.297135,0.196125,57.6764
0.22850275,16.892633,0.197334,2764.27,18.850795,0.197041,250.984,28.203282,0.196404,58.1209
0.23102875,16.60381,0.197746,2792.05,17.871082,0.197453,254.135,27.179535,0.196808,58.6764
0.23380575,16.301521,0.197994,2823.11,17.100276,0.1978,257.162,26.351454,0.197231,59.0315
0.23609075,15.908892,0.1982,2848.45,16.649365,0.198078,260.195,25.987917,0.197525,59.5042
0.23892,15.016703,0.198494,2879.21,16.141468,0.198208,263.418,25.750304,0.197845,60.1814
0.24122875,14.356994,0.198696,2904.39,15.453456,0.198296,266.152,25.653445,0.198021,60.7969
0.243781,13.76702,0.198856,2932.44,14.417926,0.198471,269.149,25.639668,0.198086,61.5553
0.24660925,12.887555,0.198948,2963.54,13.867959,0.198521,272.449,24.375459,0.198086,62.2378
0.248936,12.020752,0.198944,2989.57,13.599049,0.198471,275.472,22.793964,0.198128,62.8283
0.251768,11.098393,0.19894,3021.67,12.965067,0.198566,280,21.326466,0.198166,63.5275
0.25407525,10.450807,0.19886,3047.64,12.245221,0.19862,283.026,20.332433,0.198193,64.1957
0.2566425,9.693012,0.198833,3076.46,11.426798,0.19862,285.876,19.597222,0.198219,64.8123
0.25945775,8.957329,0.198669,3107.95,10.558846,0.198509,289.5,19.074248,0.198158,65.3848
0.261726,8.752105,0.198406,3134.01,10.174371,0.198364,292.463,18.912727,0.198109,65.8126
0.26445175,9.02976,0.198166,3165.97,9.09802,0.198048,297.243,18.956909,0.197762,66.4591
0.26676425,8.32165,0.197952,3192.04,7.890198,0.197838,301.212,18.655883,0.197502,67.1812
0.2693185,7.710862,0.19772,3220.94,7.83845,0.197556,305.047,17.439074,0.197304,67.7057
0.27209325,7.433134,0.197445,3251.1,8.215196,0.197254,308.493,15.725932,0.196922,68.4197
0.274416,6.610629,0.197144,3275.35,8.318647,0.197025,311.796,14.716964,0.196613,69.0048
0.2772745,5.383238,0.196632,3305.9,8.208683,0.196545,315.561,13.904491,0.19627,69.4744
0.279601,4.518418,0.19627,3330.33,7.346625,0.196232,318.398,13.450472,0.195953,69.9309
0.2821435,4.036899,0.195801,3357.76,6.642477,0.195736,321.31,13.218967,0.195545,70.3911
0.28492925,3.632779,0.195202,3388.52,5.978541,0.19516,324.723,13.344492,0.194946,70.9268
0.2872145,3.233776,0.194736,3413.58,4.448685,0.19455,327.495,13.517806,0.194397,71.7202
0.29004025,2.377168,0.194134,3444.02,3.312738,0.193932,331.164,13.04775,0.193707,72.4769
0.292344,1.768352,0.193508,3468.98,2.314654,0.193375,334.055,11.795313,0.193169,72.9037
0.294879,1.371981,0.19289,3497.83,1.364505,0.192734,336.624,10.586506,0.192543,73.4197
0.29765675,1.057098,0.192074,3530.64,1.089607,0.192043,339.832,9.53795,0.191761,73.9275
0.29994125,0.667412,0.191322,3557.08,1.461452,0.191353,342.549,8.802446,0.191139,74.2829
0.30277725,-0.308232,0.19054,3590.06,1.343636,0.190529,345.534,7.920076,0.190277,74.9163
0.305103,-1.167419,0.189793,3616.9,1.207729,0.189827,348.926,8.065442,0.189598,75.4148
0.307658,-1.792237,0.188923,3647.23,0.608413,0.188957,352.661,8.253583,0.18874,75.9582
0.310423,-1.962191,0.188004,3680.17,0.130174,0.187683,356.66,8.579251,0.18755,76.7738
0.3126945,-2.207983,0.187077,3706.81,-1.077259,0.186832,360,7.740613,0.186775,77.1198
0.3155025,-2.86432,0.186024,3740.35,-2.480446,0.185741,363.851,6.223782,0.185726,77.6938
0.31778575,-3.243918,0.185173,3768.84,-3.229752,0.184799,366.464,5.450119,0.184814,78.0179
0.3205805,-3.751567,0.183861,3803.43,-4.014369,0.183533,369.607,3.884128,0.183529,78.8913
0.32291025,-4.657658,0.182812,3830.79,-4.626885,0.182625,372.46,2.846806,0.182583,79.4112
0.32552525,-5.964291,0.18166,3860.83,-5.07608,0.181561,376.152,2.706553,0.181561,79.7146
0.328368,-7.020555,0.180382,3892.82,-4.670713,0.18026,380.004,2.934514,0.18026,80.3232
0.33065575,-7.449529,0.179226,3918.76,-4.441487,0.17923,383.552,3.326687,0.179096,80.9639
0.3334435,-7.881924,0.177734,3950.65,-4.447245,0.177822,387.355,3.415902,0.177677,81.7143
0.33575075,-8.533745,0.176464,3976.24,-5.14823,0.176674,389.923,2.699256,0.176506,82.1808
0.3382775,-8.837113,0.17514,4004.57,-6.240438,0.175083,392.929,1.568342,0.175156,82.8949
0.34108975,-9.548729,0.173698,4034.98,-8.16258,0.173645,396.401,0.016693,0.173584,83.6777
0.343374,-9.93955,0.172367,4059.94,-9.75721,0.172314,399.297,-1.112946,0.172302,84.4138
0.34613675,-10.0843,0.170731,4090.07,-11.1317,0.170513,402.954,-1.758731,0.170792,85.1211
0.34843375,-10.62167,0.169319,4115.76,-11.463192,0.169014,405.859,-1.673104,0.169415,85.7044
0.35098525,-11.210368,0.167751,4143.44,-11.904543,0.167591,409.43,-1.434676,0.16787,86.4233
0.353791,-11.846914,0.16592,4173.47,-11.567982,0.165974,412.987,-1.356994,0.166088,87.4058
0.35608575,-12.356481,0.164429,4196.56,-11.171249,0.164616,415.674,-1.65322,0.164524,88.0283
0.35895075,-13.669906,0.162594,4222.75,-10.842339,0.162685,418.849,-2.934032,0.162689,88.7619
0.3612915,-14.705046,0.160976,4244.28,-11.242828,0.161083,421.352,-4.207754,0.161133,89.431
0.36384075,-15.268082,0.159061,4269.12,-11.865366,0.15934,424.209,-5.645142,0.159351,90.1673
0.3666395,-15.824435,0.157063,4295.36,-13.378587,0.157215,427.364,-6.85344,0.157387,90.9808
0.36895725,-16.599415,0.15535,4316.07,-14.644547,0.155476,430.232,-7.09354,0.155743,91.5775
0.3717525,-17.117681,0.15332,4341.85,-16.068472,0.153339,433.691,-6.879109,0.153706,92.2937
0.37400425,-17.141988,0.151558,4362.25,-17.320068,0.151554,436.785,-6.711765,0.151993,93.1079
0.37649025,-16.984789,0.149689,4384.13,-18.083186,0.149578,439.762,-6.504541,0.150024,93.8909
0.37927125,-17.341855,0.147472,4408.35,-18.540181,0.147346,443.268,-6.845148,0.147797,94.7964
0.3815645,-17.836403,0.145607,4428.16,-18.418762,0.145432,446.455,-7.642292,0.145882,95.6474
0.384401,-18.827533,0.14315,4452.46,-18.665282,0.143047,450.107,-9.240005,0.143604,96.5214
0.386756,-20.027013,0.141171,4472.33,-19.382235,0.141003,453.443,-10.444921,0.141693,97.1333
0.389405,-21.730405,0.138851,4494.02,-19.880774,0.138851,457.121,-11.405875,0.139481,97.8531
0.392236,-22.660027,0.136452,4518.09,-20.561378,0.136463,461.222,-11.850502,0.136955,98.8555
0.39452575,-23.117233,0.134323,4537.3,-20.786308,0.134567,464.32,-11.902586,0.134953,99.5338
0.39733875,-23.839768,0.131714,4560.54,-21.12066,0.132103,468.107,-12.169079,0.132385,100.404
0.39962775,-24.287706,0.129517,4579.53,-21.598195,0.129959,471.31,-12.427127,0.130344,101.204
0.402162,-24.68356,0.12722,4600.51,-22.162192,0.127502,474.618,-12.528048,0.127907,102.283
0.40468925,-24.99928,0.124882,4622.42,-22.914177,0.125,478.246,-13.179834,0.125519,103.097
0.40744625,-25.084098,0.122253,4647.65,-24.181308,0.122131,482.337,-14.349451,0.122803,104.045
0.409983,-25.509819,0.119766,4670.86,-25.182472,0.119587,486.151,-15.532389,0.120216,105.018
0.41227275,-25.965254,0.117397,4691.25,-26.448917,0.11713,489.684,-16.259404,0.117817,105.935
0.41483,-26.625116,0.114647,4713.3,-27.320241,0.114559,493.913,-16.752136,0.115173,106.788
0.41738875,-27.301039,0.111961,4735.07,-27.067677,0.111889,498.575,-17.08733,0.112526,107.571
0.4202955,-29.098746,0.108864,4758.94,-26.932161,0.108936,502.963,-17.318768,0.109566,108.76
0.4229115,-30.428736,0.105972,4780.75,-27.202216,0.106106,506.883,-17.664888,0.106842,109.659
0.425205,-30.931505,0.103458,4801.3,-28.165897,0.1036,510.457,-18.079353,0.104343,110.337
0.427733,-31.256948,0.100483,4824.86,-29.497212,0.10075,514.457,-18.707411,0.101501,111.19
0.43030175,-32.05087,0.097546,4847.84,-30.294437,0.097862,518.569,-19.78545,0.098534,112.145
0.43309625,-32.566683,0.09444,4872.98,-30.739646,0.094532,522.551,-21.072068,0.09523,113.219
0.43563125,-32.971921,0.091564,4895.75,-30.924865,0.091518,526.328,-21.751879,0.092209,114.215
0.43788,-32.962809,0.08889,4915.88,-31.31681,0.088856,529.941,-22.126428,0.089539,114.993
0.440429,-33.527963,0.085915,4937.15,-32.32987,0.085949,533.776,-22.513445,0.086548,116.042
0.4429965,-34.307279,0.082767,4957.45,-33.006723,0.082672,537.698,-22.74919,0.083473,117.255
0.44581825,-35.137676,0.079144,4979.46,-33.242407,0.079208,542.292,-23.044285,0.080139,118.316
0.448348,-35.482235,0.075874,5000.38,-33.96956,0.076054,546.76,-23.455869,0.076866,119.355
0.450633,-35.890691,0.072998,5020.05,-34.607568,0.073143,550.392,-24.202869,0.073906,120.487
0.45321575,-36.843879,0.069675,5042.06,-35.634289,0.069912,554.556,-25.302557,0.070541,121.706
0.4557625,-37.386065,0.066357,5065,-36.551204,0.066422,559.292,-26.358141,0.067162,122.822
0.45856275,-37.970159,0.06263,5091.64,-36.864553,0.062584,564.565,-27.131112,0.063465,123.948
0.4611325,-38.775306,0.05917,5115.94,-37.61243,0.059223,569.26,-27.430773,0.060085,124.73
0.46345725,-39.637269,0.056095,5137.7,-38.450688,0.055935,573.732,-27.62956,0.056995,125.817
0.46601975,-40.360871,0.052662,5161.5,-39.123501,0.052475,578.561,-28.030499,0.053505,126.926
0.46855425,-40.764688,0.049133,5185.7,-39.7361,0.048935,583.379,-28.508148,0.049976,127.903
0.47132725,-41.035604,0.0452,5212,-40.559113,0.044991,589.469,-29.251856,0.045914,129.217
0.47389325,-41.802454,0.041466,5235.84,-40.749984,0.04147,594.368,-30.570683,0.042194,130.373
0.476226,-42.758449,0.038132,5258.36,-41.27472,0.038052,598.875,-31.726696,0.038921,131.454
0.478802,-43.636986,0.034359,5283.97,-41.833251,0.034367,604.085,-32.046571,0.035198,132.497
0.4813695,-44.418453,0.030556,5309.82,-42.631237,0.030582,609.44,-31.870496,0.031403,133.587
0.48419575,-45.30467,0.026325,5338.85,-43.741474,0.026283,615.498,-32.463679,0.027237,134.898
0.486762,-46.073132,0.022503,5365.7,-44.343492,0.022453,620.602,-32.835716,0.023418,136.144
0.48903775,-46.375178,0.01889,5390.1,-45.26644,0.018726,624.851,-33.243172,0.019867,137.441
0.491568,-46.732015,0.014919,5418,-46.207665,0.014713,629.5,-33.972052,0.015827,138.828
0.4941415,-47.583799,0.010872,5446.58,-46.819162,0.010735,634.622,-35.290054,0.011845,140.298
0.49695325,-48.302513,0.006424,5479.12,-47.135579,0.00631,640.425,-36.546628,0.007252,141.705
0.49948625,-48.689754,0.002232,5510.19,-47.319687,0.002205,645.186,-37.121185,0.003143,143.122
0.501188,-42.394436,0.00106,5531.45,-41.12356,0.000954,650.04,-36.193518,-0.000057,144.601
0.5015945,-18.328667,0.000889,5393.78,-18.292538,0.000729,628.233,-17.349686,0.000439,132.519
0.50149325,11.572836,0.000732,5379.31,10.467042,0.000763,628.102,12.096457,0.000313,132.222
0.50159775,41.984937,0.000824,5381.74,42.641917,0.000687,628.082,43.979915,0.000252,132.244
0.50192475,66.965961,0.001301,5384.25,67.894714,0.00111,629.232,70.731578,0.000515,132.886
0.50265525,84.438037,0.002518,5388.16,85.205777,0.002354,632.164,91.815615,0.001186,134.338
0.504044,97.223664,0.004795,5393.16,97.72132,0.004669,636.804,108.993737,0.002857,138.426
0.505986,103.652934,0.007938,5398.97,103.912733,0.007877,637.903,118.532374,0.005581,139.809
0.5086855,104.251062,0.012302,5406.5,104.437558,0.012203,639.588,120.60765,0.009727,140.397
0.51155625,100.009577,0.016918,5415.58,99.974667,0.016819,640.848,115.933847,0.014397,140.816
0.51434975,93.774223,0.021328,5425.24,93.691598,0.021248,641.678,108.211545,0.019058,141.131
0.51756675,85.543941,0.026394,5437.69,85.87433,0.026218,642.98,98.391077,0.024384,141.464
0.52073425,77.878448,0.031303,5450.51,78.281484,0.031116,644.503,90.16706,0.02916,141.877
0.52408625,70.965672,0.036465,5465.2,72.705804,0.035938,645.934,82.616436,0.034332,142.279
0.5269295,67.025368,0.04071,5478.57,68.586292,0.04026,647.619,78.770066,0.038452,142.733
0.52934325,65.150983,0.044262,5490.37,66.869036,0.043808,649.192,77.893524,0.041725,143.375
0.53190775,64.42034,0.04789,5502.99,66.038041,0.047546,651.194,79.072816,0.045082,144.095
0.534405,64.464034,0.051243,5514.95,66.233186,0.051159,653.43,81.849334,0.048363,144.745
0.53709475,65.169122,0.05497,5528.13,66.645485,0.054897,655.436,85.133415,0.051895,145.192
0.5395365,65.852566,0.058323,5540.06,66.572238,0.05814,656.813,87.501916,0.055088,145.686
0.54179125,65.807184,0.061386,5550.22,67.107492,0.061123,658.034,88.852008,0.058022,146.138
