xCoord,yCoord,zCoord,Deformation
-24.8569,4.36923,102.389,-0.00311971
26.4523,-6.10981,83.4626,-0.0322585
-25.6207,-8.68444,76.0312,0.0566716
12.2948,23.6789,11.2019,0.0171554
-1.1436,-27.0872,53.6856,0.0178528
15.0615,-21.2342,94.1558,-0.0301397
23.9666,-15.1352,32.3168,0.0990205
-4.26783,-25.4146,92.9927,-0.0141413
-12.6464,-23.5981,60.5382,-0.0838898
-27.691,-1.99384,13.5019,0.0996463
22.9338,15.0248,13.0874,-0.048914
-26.0693,7.88085,36.841,-0.013682
25.2411,1.61119,101.505,0.00904965
-16.8458,-22.3019,56.4349,-0.0543231
-25.2098,10.7547,22.7231,0.0450385
-22.2947,14.8058,6.34091,-0.0415462
20.9444,11.4795,103.571,0.0393465
23.9706,-7.55911,-7.89782,0.0102148
-9.37643,-22.0449,103.5,0.00789475
25.6709,-10.288,50.865,-0.0250845
-11.787,-24.3914,59.1744,-0.0487144
-27.3085,2.4261,21.8541,-0.000952482
-22.1903,16.2045,63.5029,-0.0498381
-27.1998,-3.3651,46.7727,0.0121093
-6.30698,-26.6217,38.4705,0.0235546
-26.7667,7.20991,83.2285,0.0116886
22.6535,-16.8608,31.6041,0.0707767
15.1887,22.5843,53.0861,0.0196514
-1.17923,-26.1628,61.7408,0.0513775
11.8826,-23.0616,5.73684,0.0391541
-21.675,-12.9696,101.151,0.00400686
-19.9685,-15.4426,98.044,0.0038687
18.8745,19.8423,64.7698,-7.55787e-05
-27.2396,-2.45321,39.6632,-0.00581801
-27.4426,-2.28677,9.19619,0.178482
-7.73126,-25.7535,61.1694,0.0885465
-22.8681,15.6778,21.4958,-0.00477779
-23.1172,15.5362,64.1234,0.14062
24.312,-12.1809,12.1114,0.0796533
-13.7537,24.0049,43.7493,0.0497429
24.3219,-13.6679,66.5322,0.0832355
-9.47248,-23.4225,-2.53486,-0.00646889
1.50956,26.3258,73.1836,-0.0156059
15.606,21.2937,89.1737,0.0141745
25.1653,10.4689,3.38536,0.0691156
-27.5807,3.20911,61.4932,-0.0270743
-24.7941,-7.65161,88.3514,0.0493255
11.8707,-24.4265,47.3805,0.0658393
-2.94349,-26.8617,34.398,0.14052
24.949,-8.97285,87.5389,-0.0887492
8.6941,23.8547,2.42414,-0.0191758
-24.7689,12.8614,19.1815,0.0937054
17.8865,-21.2479,36.9496,-0.0243003
-25.023,-13.1069,77.6262,0.0444593
-18.6033,20.1302,54.222,0.256595
-22.4044,-17.8456,33.1359,0.0573571
-12.7192,-23.2301,23.7629,-0.0024457
-8.58202,-25.5439,11.4322,0.0475502
26.1124,9.84669,31.8691,0.0318494
-21.605,-16.2306,22.586,-0.0474025
-23.5962,3.1056,103.659,0.0350373
4.14913,-24.9492,-6.19262,-0.00543261
-15.7052,-21.262,93.3934,0.0441623
27.6521,-2.04557,9.94927,-0.0982926
13.9159,-22.8416,29.9454,-0.068177
-12.3869,24.5627,61.9231,0.00105262
-14.5197,22.5453,76.6341,-0.00409627
24.9066,8.73632,92.8149,-0.102575
17.1687,20.9041,21.5536,-0.0540577
-22.8198,-14.1328,80.3643,-0.0241692
7.36457,-26.5015,70.8445,0.0148504
6.59491,-26.3262,85.5478,-0.038754
-12.7165,24.1899,38.2548,-0.0972931
-27.0968,6.27693,55.0376,-0.00624549
-3.93989,25.5343,91.8167,0.00578785
-20.2139,15.074,94.617,0.0162451
-22.6521,13.6934,3.55497,0.0578427
17.7263,-20.645,16.5426,0.0758319
-5.72415,-24.6318,-6.89857,-0.010783
-12.819,-23.3153,75.9023,-0.123007
16.0522,21.274,20.1403,0.0113344
11.7136,22.4016,99.8894,0.00292897
-9.33809,25.4345,54.1157,0.149257
-20.484,17.781,91.4478,-0.0317686
-4.54212,26.0469,81.3508,-0.0138013
-8.71879,25.1874,77.2293,0.0144637
12.2451,23.5455,93.4368,-0.030067
13.1745,-23.5346,14.6612,-0.0399957
-26.8434,3.02173,53.7929,0.0136518
23.7858,12.0282,4.87089,0.000274658
21.3102,16.3478,61.3951,0.115921
27.2538,2.22396,38.1397,-0.0301605
-25.7259,-12.2758,77.7128,0.0336044
-26.9882,6.43087,62.1505,0.00251508
17.5315,20.1062,93.6094,0.0620391
24.8862,4.58573,101.601,0.00387681
22.2287,-17.1636,57.2071,0.0631974
-16.0196,-20.125,2.31747,0.00481331
-14.615,-22.7772,17.3535,0.0835483
-24.1366,-14.3101,59.471,-0.0127738
-23.3574,-14.3219,43.8047,0.0393087
-1.67817,26.5606,19.3704,0.0223842
27.1728,0.891793,55.1039,0.0170739
3.41568,27.9581,58.7094,0.102064
28.11,0.161828,38.0877,-0.0434077
26.4581,8.22887,56.5875,-0.119414
-27.7798,-1.44759,43.1946,0.0249429
-4.14421,-26.2332,42.6088,-0.0359699
-26.6543,8.7022,90.2654,0.0349817
-26.2736,-10.3752,65.2687,0.00981438
25.8556,-11.4201,45.0299,0.0633488
-11.5462,-22.0061,103.57,-0.0250053
-11.0837,22.674,102.083,-0.00169015
8.96272,-23.6848,-7.62501,0.000655293
24.7189,-11.1634,54.2336,0.105551
27.8735,-2.30609,16.133,0.0901589
10.1166,-25.3423,36.984,0.000110149
19.9065,-16.8651,86.536,0.0872821
25.5251,-5.72395,3.92379,0.125
23.2071,-8.70841,95.1534,0.0103145
24.8025,11.627,31.231,0.034775
18.3876,-17.3705,101.335,0.00163925
-5.20539,-25.948,43.3581,0.162422
23.1763,-12.6246,0.9522,0.00276077
17.1298,20.8641,70.4215,-0.0588651
-21.808,-6.97945,103.43,-0.0312769
18.1615,-19.8122,29.9806,-0.0348078
11.5334,24.5575,58.6326,-0.00700068
26.7282,6.68901,79.9214,0.0849357
-2.81295,-25.2174,-7.61616,0.00677764
18.8759,-19.3599,43.4459,0.113697
-15.0472,22.0647,41.7233,0.119309
19.6687,-18.1031,88.8581,-0.0181824
-25.7428,-9.4482,8.96276,0.0470475
16.1745,-21.3696,52.385,-0.0740814
25.1148,-4.1752,91.9834,0.0283947
-26.432,-7.79171,28.3998,0.027091
20.6707,17.3737,91.4734,-0.0241687
20.3554,19.0614,39.7106,-0.00079608
-26.8095,-4.01886,86.936,0.0744622
-25.2552,1.3366,100.194,-0.0166239
-2.66776,-26.1623,25.4444,0.0837123
21.4674,-17.5227,41.1461,0.0167836
-0.796994,26.0568,61.0942,0.0866902
25.8671,8.63167,79.8515,0.116999
20.2094,-17.0708,3.21779,0.137878
-27.9085,4.72022,28.1912,0.0720084
-27.1466,4.02045,4.45519,0.0399139
27.9398,0.795064,59.4219,-0.0559423
-15.967,-21.8758,34.0108,-0.108788
23.5974,9.09554,-3.59805,-0.0043484
-25.2249,1.688,-6.51564,0.00469303
15.8408,-19.7107,-6.1651,0.00133634
3.59841,-24.7306,103.449,-0.0379002
13.6764,-21.7275,0.208128,0.00367737
-27.0566,-2.98632,14.2435,-0.0613915
1.20373,25.3086,99.5544,0.000786066
-23.3709,8.05852,103.861,-0.0473945
27.5621,1.19116,38.1243,0.084198
22.137,16.7333,21.4792,-0.0225623
-24.256,11.81,79.5364,0.0599015
15.4758,-20.9446,89.2829,0.0639153
26.9332,1.41446,29.617,0.0332196
13.9974,22.428,11.1437,0.0989499
-9.58898,-24.733,59.1503,0.0444629
11.9513,-23.94,33.4902,0.027705
-21.8117,17.5945,71.2323,0.09674
28.1228,-0.761487,33.0933,0.106471
24.4822,-6.11242,98.2351,0.0089221
21.9298,16.0616,2.78409,0.0482247
-16.5238,-19.1499,94.6234,0.0256398
-26.5582,8.69019,66.2923,-0.0477002
8.03381,-25.677,77.1202,0.005144
6.71627,-26.0782,82.6643,-0.00340748
-12.1799,23.7843,4.35156,0.0420029
-26.6518,-0.291383,2.52238,-0.114306
27.5519,-4.32653,87.7577,0.0959826
-25.0705,-6.62403,92.8968,-0.000223279
6.47976,-24.2843,102.718,0.0119915
2.20567,25.213,100.36,-1.10865e-05
-17.0351,-19.6014,92.5886,-0.0360961
-21.9874,-14.2014,17.161,-0.026693
27.3634,-3.94066,79.201,-0.0616279
27.3704,-4.21346,86.2477,-0.0125623
6.07671,24.5237,98.1748,-7.9155e-05
19.9855,-17.9787,56.1839,0.115748
-26.5814,-5.96351,17.1986,0.00813675
-10.7929,25.5961,42.3946,-0.043801
-26.4417,-9.67363,51.0397,0.0603418
4.64913,-25.7876,80.5335,0.125491
15.4154,-20.9632,89.8982,-0.0176105
24.133,-14.9792,20.4541,0.136205
-21.5668,15.5475,87.3474,0.00537968
-11.1433,24.7989,66.791,0.110381
-18.6858,20.4888,61.3337,0.170568
-15.4447,-21.843,66.1697,0.0511067
-13.6383,24.074,51.4147,0.204191
-14.9469,22.7857,20.195,-0.0643833
19.3962,19.2765,89.9404,-0.0122695
-21.1373,15.3079,5.80969,0.07003
-22.7917,14.5266,31.3481,0.0490866
19.3207,19.5514,83.6613,0.00314283
5.7302,-26.7017,50.6838,-0.0471606
24.2376,-13.5073,14.3261,0.0290616
-10.7486,-23.8148,25.9542,0.0198371
-24.4855,11.1279,6.1873,-0.0385915
-9.09396,25.2057,59.8056,0.181757
-24.9089,4.54088,-2.30463,0.00842619
-14.5449,20.6861,101.433,-0.00224829
1.1486,-25.2578,-7.62528,0.00705075
7.78046,24.7463,81.0686,0.0855322
-4.5619,-25.6089,19.234,0.0928345
11.0032,-24.1145,21.6257,-0.024666
-20.0032,-15.4189,101.13,0.00404906
-8.09876,25.4502,63.2145,-0.100141
-23.7385,14.6746,13.8496,0.122891
5.64114,-24.6023,98.2002,0.00642014
23.5747,-15.7666,66.0134,0.124914
14.1668,21.2056,2.2754,-0.0755441
12.9529,-23.7175,38.3735,-0.15247
19.0186,16.6662,-4.95455,-0.0122709
24.4269,-13.7778,19.5518,0.0257679
-10.7648,23.3192,7.85709,-0.0460631
19.1819,-19.4453,73.6796,-0.0431044
-2.57881,-25.7139,23.2832,0.045779
24.9306,-12.2177,40.9904,-0.0408328
-15.0616,-22.6987,31.911,0.140042
26.6902,7.17012,55.9326,0.00918555
-18.9792,-17.8792,-0.600485,0.016193
2.72133,-25.1402,98.1109,0.0031296
-21.2086,-18.0254,40.8251,-0.040135
-25.7765,-0.426072,-0.857336,0.0191042
27.8359,4.7049,76.5363,0.0727851
-26.2683,10.3163,78.3424,0.0467315
-27.0475,0.42161,28.2237,0.0341609
-10.147,-24.1446,94.7638,0.0253401
-17.7586,-20.5716,8.89474,-0.0357299
18.8419,19.7528,69.0016,0.0772815
23.1538,10.3069,96.9109,-0.00859678
12.7204,23.7856,22.3424,0.121516
24.292,11.1172,4.78998,-0.0298417
-11.4266,24.1444,84.3512,-0.0463263
16.3245,-20.9141,76.8891,0.110298
27.0685,6.2276,91.8534,-0.00860262
-20.469,-17.5797,81.6311,0.0180659
-15.6666,-21.8354,25.7281,-0.103958
-12.3119,-23.9031,41.0748,-0.137021
2.51297,-27.59,45.2513,-0.016523
-9.9454,-25.4405,68.1207,0.116097
1.026,-25.8079,5.22063,0.0215464
-18.3436,20.4754,72.6395,0.106981
4.25113,24.9895,11.6448,0.0987523
-11.2599,-22.6024,-4.01692,-0.007851
-26.6364,8.38474,53.6328,-0.0667931
18.0406,-20.1672,52.3699,-0.0359802
25.1234,-7.85262,10.0545,0.0228875
-18.9983,19.8486,29.9841,0.121874
20.9175,-14.2161,98.1024,0.00724006
19.9342,-19.7015,84.9186,0.0341806
24.722,-5.15517,98.2546,0.0103476
24.4214,13.4232,51.5489,0.123749
-6.25099,25.8847,88.8386,0.0679064
11.3569,-22.5826,93.2173,0.01263
18.6098,-18.2152,5.84706,0.00354409
21.6391,17.3641,32.6831,0.0330076
-19.9654,-19.3135,18.8756,0.089869
25.5411,9.95355,69.2603,-0.0535119
11.6411,22.1551,102.854,0.0159516
11.5019,23.8462,70.4108,0.0106914
-13.3834,23.6918,89.9627,-0.0129151
7.62114,24.0892,-6.10678,-0.00213695
6.82476,26.6742,66.6323,0.0483994
0.777257,27.0482,34.874,0.0488715
16.2635,19.4808,-3.4395,-0.010982
25.3954,-5.28559,91.4843,-7.04527e-05
-13.579,-23.2342,55.6894,0.0312264
-24.2083,13.4745,59.2759,0.0734246
-8.37595,25.7676,7.60386,-0.0109465
23.6947,-13.0219,54.2832,0.0759194
19.1941,20.4129,60.7322,0.0470068
6.4946,25.3276,16.1456,0.0349052
-19.0983,20.3208,83.1152,-0.00632846
24.6195,-13.2296,44.3218,0.0678563
26.6351,4.9375,19.8913,-0.0545131
5.70521,24.6449,-4.62089,0.00356913
-23.6614,-12.1442,81.281,0.0974675
13.0129,23.2259,85.7168,-0.0636525
-18.0997,-20.4299,15.262,-0.0275979
10.4577,25.5319,49.5659,-0.0675291
18.3082,-20.3656,78.5844,-0.0654023
-13.9704,-23.1992,76.63,0.12166
19.5592,-19.6921,27.2468,-0.103832
20.5599,-19.2787,21.593,0.032855
-27.7704,-6.75335,39.8354,0.00464237
21.237,16.2564,62.8914,0.156359
3.20545,-26.5057,63.1552,0.133521
2.58753,25.7725,23.8987,0.0967653
-9.76467,-25.6742,49.5166,0.182187
-19.1902,-19.9524,57.7956,-0.110258
9.32858,-23.4697,102.003,-0.011077
22.4787,-11.7246,92.6163,0.0415339
-8.08084,24.9974,91.1252,-0.0208015
-4.6995,25.4127,73.5389,0.0962151
20.4157,-15.0517,95.8583,-0.00226521
8.84622,-25.8754,49.4,-0.0336508
1.82763,26.7005,82.9198,-0.0090456
-8.30133,23.6628,102.741,0.0155594
-26.9152,2.87126,3.00653,-0.0491606
-26.9323,0.451208,28.937,0.0617113
15.8333,-21.3592,64.9841,-0.0742606
23.0279,11.2653,93.3514,0.00259066
13.7282,23.2892,72.6153,0.199382
24.499,13.5871,45.9986,0.101074
-27.0333,-6.28762,89.5401,0.0791194
12.5144,21.7042,102.864,0.012404
-10.6868,-24.031,22.4389,0.0978093
-25.1786,-2.66932,100.121,-0.0070864
1.32618,26.8531,60.7168,0.0421476
26.5925,-8.67814,63.4508,0.00966275
-9.42301,-23.3748,0.357416,0.0148644
13.952,-23.9187,52.3285,0.137113
18.2673,-20.1922,45.3614,0.000887513
6.80994,26.1243,25.2797,0.0663362
-27.3742,6.08541,81.1782,0.146769
7.92263,24.2325,3.88628,0.0286493
24.4867,12.1186,56.5123,-0.12318
15.7198,21.8379,4.14418,-0.0356445
-27.3167,3.66822,75.6883,0.00459456
24.8493,10.865,68.4928,0.0476739
6.1066,24.5357,99.7113,-0.00494099
-4.8041,27.2295,78.0178,-0.016412
19.6233,-18.6537,42.6385,-0.030879
22.2021,-17.8932,32.5332,0.0132707
-24.376,-3.54796,103.787,-0.0274771
20.6486,-17.7929,22.8828,0.00107002
-24.4146,6.60823,-6.56088,0.0104482
-11.8705,-23.393,87.0254,-0.0233874
26.2584,3.81876,95.2938,0.0202794
7.9637,24.2417,86.2993,0.0543649
4.97829,27.2296,32.6396,0.0455317
19.8643,19.3919,66.16,0.00539291
0.359118,-26.4096,37.0729,-0.0749779
21.3787,17.1737,31.97,0.155701
7.15192,-25.525,92.5558,0.0369613
21.9395,-16.9521,53.8726,0.0371234
-28.0837,-0.893032,14.2605,-0.0807979
-9.73727,-25.5039,50.9217,0.108053
-16.9325,20.8879,83.0208,-0.0371448
-26.3744,7.34447,62.1073,-0.0204737
-24.5488,2.32346,103.868,-0.0352473
25.1572,2.30377,-6.50087,0.014359
-0.840162,-25.8392,-0.443138,0.0113591
3.69035,-26.426,34.9887,0.163977
-24.2572,11.7987,36.912,-0.0354104
-23.3549,13.6557,35.4392,-0.0653896
17.0163,20.189,78.1229,0.0598388
0.228279,-25.3229,-1.86235,-0.00270176
17.5799,-18.0301,94.0243,0.0141361
19.8231,-18.065,86.0975,-0.00800955
15.8139,-21.2803,85.9106,0.0360231
26.6264,8.44656,91.1242,0.0277655
23.2872,-14.2087,60.8371,-0.00212288
-0.478439,25.8668,24.597,-0.0344309
27.2174,0.671326,67.2083,0.093528
-27.7168,-3.11611,63.1818,0.0380595
26.2863,-8.80366,21.5961,0.0519698
-10.8541,-24.3354,23.1507,0.0176711
23.8745,7.37213,103.077,0.00800228
-22.6747,-17.2276,64.8232,0.0212691
-27.5849,6.13804,45.2035,0.036003
1.11103,-26.4599,54.193,0.18117
14.9288,22.4941,46.7507,-0.0214996
27.0561,7.02212,21.3992,0.0239315
27.1505,7.45155,46.7437,0.0479255
10.5158,24.7355,11.9256,0.00620961
12.6665,23.8091,70.4367,-0.0654023
-8.39307,-25.8701,38.4819,-0.0610787
26.5858,2.90381,17.05,-0.0277178
-9.65178,24.8823,32.0155,0.126157
15.3567,-22.4722,64.1593,0.101157
-9.60775,25.4184,40.3125,0.0875556
-4.53787,25.9598,31.4793,-0.0221399
-19.1184,19.2645,12.661,0.0647328
-8.47524,25.2073,83.5323,0.020539
-26.1561,-6.95283,68.1703,0.0644107
22.0623,-17.5988,25.6305,-0.0194856
-22.5919,11.2302,-5.03296,-0.000866413
9.89633,-24.6287,33.5132,0.00674558
-15.8112,-21.3334,9.03747,0.0020597
-27.2293,3.15433,58.6968,0.118429
-7.88209,24.4315,93.1006,0.0168076
26.5264,-8.41241,8.1623,0.0183916
-19.9556,-19.1589,60.6686,-0.06022
-5.19193,-24.7767,101.243,0.00637054
27.0974,2.49846,78.5734,0.139116
-26.9144,-5.00282,67.3228,0.118914
19.9128,-16.8589,3.90226,0.107379
12.9577,-23.7146,41.1296,-0.120533
0.209454,-25.3509,-1.12078,0.00890517
-19.594,18.4033,66.9342,0.141662
-12.1964,23.6668,87.1487,-0.0449302
22.154,-12.1723,-7.70597,-0.00387621
-26.5027,-6.10109,86.2956,0.0418563
24.0097,13.3122,44.5733,0.0862942
20.9272,-17.2315,82.0645,0.11149
-18.5872,17.0149,-7.794,-4.52995e-05
-25.0597,-9.7231,23.4737,0.108382
-25.4453,-12.3796,70.8095,-0.046195
-25.2886,0.311167,98.6724,0.00635004
-28.1524,-1.86558,21.1625,0.0261581
27.5586,2.34521,81.407,-0.0449674
27.8736,-3.26202,50.1863,0.0701635
-24.7902,-11.2796,48.0509,0.0697982
-25.6103,-8.45542,5.49811,0.140712
-27.9028,-3.04924,68.0109,0.0146313
-26.9523,-8.32361,66.8651,0.0333471
-5.68267,-26.5003,64.5421,-0.0286951
18.3973,20.6828,73.2407,-0.0366272
-1.00107,-26.8714,47.4083,0.149013
5.21924,27.1186,44.5835,0.0697265
-0.346354,-26.7757,20.3807,-0.00385714
24.7217,3.49881,103.034,0.0134499
-26.9745,3.98037,82.6616,0.0598238
23.405,-15.9398,25.494,-0.00821459
27.1424,0.139762,8.63379,0.0531995
-25.339,-8.17195,9.43008,0.0949326
-24.9656,12.3407,46.6673,-0.0501209
-24.4065,-11.0224,56.1218,0.108244
-27.1766,-0.188005,55.1751,-0.0409192
-18.876,20.6754,90.0854,0.0566171
20.2774,-18.6995,7.89697,-0.0548238
-25.5875,-2.43514,-0.115732,-0.0256479
27.305,-1.631,26.721,-0.0280157
17.0065,-18.709,95.3507,-0.0157251
25.1946,2.35855,-3.58032,0.0190666
-13.1231,23.7293,61.2052,0.0221205
0.848846,26.0009,-0.233633,0.0171303
-26.9565,1.98207,7.26028,0.0672483
5.9823,24.6006,4.66618,0.0636759
-19.2827,19.676,66.3255,-0.00640869
-20.9458,18.04,90.8947,0.0492194
-25.7122,10.693,89.4653,0.0537984
27.349,6.55743,84.9839,-0.0615733
20.5544,-17.2093,0.139534,0.0231357
25.3587,-9.3097,63.0972,0.106024
9.92875,25.1124,31.4572,-0.13571
-22.6764,-7.13597,103.546,0.0123725
0.796972,27.8691,38.9447,0.0455904
-8.24899,-25.4813,86.9399,-0.0807438
-2.93357,-27.1464,33.648,0.100606
13.0255,23.3331,2.23654,0.0160544
27.211,8.27447,70.7041,-0.00833499
-25.155,-12.2991,66.6445,-0.0216008
-7.59399,-25.6858,55.0398,-0.0344195
10.3117,-24.4704,88.3863,-0.00573468
-16.9195,19.4645,1.627,0.082767
3.37808,25.7062,68.4905,0.111938
22.9643,14.4931,25.7003,-0.0341411
-1.25151,26.3067,43.4143,0.0842414
27.9316,4.47059,35.3834,-0.0652204
-8.799,-25.4735,18.3903,0.112332
13.607,23.948,57.9066,0.0683703
-9.73323,24.8362,26.3878,0.0750241
-22.7256,14.0964,16.633,0.0832288
-0.754019,-26.7709,35.7593,0.0762243
-2.36534,-27.0012,63.1457,-0.167456
15.8062,-21.0486,84.4543,0.0190864
-25.0742,6.73412,-0.940461,0.0308228
-15.9985,-22.382,73.8901,0.16804
-13.5746,-24.03,38.9375,0.151709
-19.3465,-16.6682,4.06812,0.0633651
26.9615,-5.2732,87.6774,-0.0205611
-20.2684,15.1397,98.5222,0.00203776
-0.0813308,-26.4161,60.3439,-0.0846092
-5.42719,27.0413,47.331,0.039696
6.14894,-24.5173,-3.34941,-0.0127125
13.9467,22.2703,92.7621,-0.0224352
3.92848,26.6123,83.0828,0.00779819
-22.581,-14.181,29.6726,-0.0243576
25.012,10.3183,36.9711,-0.0880063
-27.1115,-6.30774,90.4968,0.0423181
-27.1647,4.03516,5.18084,0.122241
14.9233,22.2219,54.3825,0.062197
24.4517,6.53548,101.607,0.00556338
1.46692,25.5763,73.6472,0.0538371
12.6651,-21.3736,103.588,-0.0384219
-15.55,21.6394,63.397,-0.0546805
22.706,14.5672,68.4242,0.10517
-14.7084,23.2034,38.1999,-0.0900866
16.9762,-21.6768,31.3359,-0.125843
-22.9825,-15.0868,13.0121,-0.0283781
13.6442,-22.4165,91.972,0.0430083
-0.923689,-27.1231,45.2763,0.040066
3.79995,26.035,31.6481,-0.0557388
-0.237222,26.783,41.0973,-0.0100065
10.3111,-24.9991,16.7349,0.0741451
3.96602,24.6928,86.9544,-0.00238228
12.9619,21.658,-3.33774,-0.00553775
-12.9117,22.8265,2.29594,-0.0824651
-15.6258,-22.5343,52.9775,0.109598
-24.0823,8.54739,-0.723166,0.0272642
21.1418,16.4482,91.3932,-0.0194994
-26.1108,0.352559,93.7085,0.0192351
11.3933,24.2969,57.9417,0.0183127
-10.0386,24.1274,90.5406,-0.0164294
-23.1478,14.0845,88.7409,0.00716901
26.7098,-7.24566,1.97989,0.0211539
22.5725,-17.2127,46.736,0.0440521
-26.7594,7.17418,50.9103,0.063781
-27.9094,-2.48499,81.4082,0.0382955
27.5079,-2.10973,11.4047,0.0156448
25.3168,0.672744,99.98,-0.00868559
7.65222,25.1912,74.6649,0.0130377
-10.7016,-25.1048,48.1155,-0.122969
-9.41254,23.4824,99.0474,0.00235879
5.44603,-26.5288,63.0511,-0.00835061
26.3586,-8.26836,6.41227,0.0282624
-11.7716,24.3649,32.7173,-0.0250397
-23.5001,13.8154,41.0473,-0.00632298
23.6658,-14.2017,53.763,0.0143999
-18.9938,19.105,10.551,0.0701048
11.9068,-23.7255,32.0446,0.126756
27.0744,-0.640293,28.1529,0.0610297
14.3178,22.7448,13.2214,-0.0355921
16.1904,-22.1773,18.1032,0.154923
-7.12076,-25.4522,35.7028,0.0215352
27.2148,-4.43018,14.8734,0.0228739
27.4563,4.92116,70.0495,0.170737
26.6705,6.19682,87.7107,-0.119357
-5.60119,-26.3348,60.4879,0.0120509
13.8565,-24.0234,58.591,0.153139
-3.46087,25.6799,79.9376,-0.0367858
-15.5442,21.5508,14.7074,-0.0498371
7.60876,24.284,0.413388,-0.0213127
1.15253,26.6423,56.6641,0.015316
-14.2206,-20.876,98.3169,-0.00452447
-9.08799,-25.6645,23.9033,0.0878596
-20.3121,15.1155,96.9923,0.00505328
-13.5577,-23.9629,39.656,0.125354
16.6356,-19.0218,-3.2734,0.00429893
27.9129,-2.36258,17.6292,0.0548825
-9.19411,25.6739,66.0483,0.0740016
19.74,16.5061,93.3721,0.0178425
22.0896,-14.6428,9.13884,0.0355446
13.9527,-23.3061,41.1209,0.0978982
19.1465,-20.067,53.3446,-0.0664763
-11.358,-23.7679,13.3808,-0.102606
27.7289,-1.99407,84.1844,0.0748148
4.7659,25.5331,29.3281,0.111812
-15.6154,-22.5021,50.2316,0.127695
26.3781,8.82569,79.2471,-0.0733962
-2.68728,27.3523,25.6828,0.00855625
26.8737,7.02844,68.6189,0.0404708
-27.2114,3.12766,8.60754,-0.0516057
11.5145,24.2282,13.2961,-0.0833488
-24.1933,9.71163,0.0168472,-0.000365973
17.7739,-20.3446,85.4433,-0.0107133
22.5105,-13.572,3.12007,0.110061
-21.4791,-16.4587,18.4424,0.019888
6.07058,-25.5048,16.8327,0.0952806
17.5859,-18.6562,5.18459,-0.0334216
-14.9126,23.5388,39.62,-0.0386393
-24.6115,-12.4577,85.0048,0.0123401
23.6948,14.39,8.25087,0.0702491
-20.5328,-14.6244,95.7337,0.0130323
10.6887,-25.1454,61.9246,-0.0679512
21.3647,-17.5202,79.2673,0.00736356
-25.6108,9.11034,54.2583,0.11111
-12.2756,24.3184,60.5089,-0.0430796
-21.9696,12.1415,-7.87919,0.0149672
27.94,-0.937462,39.5588,0.0500753
21.7116,-18.2466,59.5578,0.0314251
-8.47931,23.8618,99.7625,-0.00552118
21.8308,16.2408,31.2621,-0.0265789
-28.2385,-1.651,75.1325,-0.020708
-0.0432078,-26.5543,58.9774,-0.00962424
0.289093,25.249,101.849,-0.00609207
13.384,-21.4659,-7.6031,-0.000913858
-22.8377,14.9612,50.911,0.0882649
-24.0064,12.8727,40.9662,0.0471146
-5.73698,26.2579,31.2363,-0.00247192
3.86806,25.1948,-0.112585,0.00939155
23.6159,-8.90535,96.5737,-0.0210309
-25.5362,12.0705,19.8991,0.00872183
21.2977,16.489,54.9933,0.0603313
23.9624,8.15491,-3.60792,0.00869393
27.2558,8.28522,20.7658,0.0172467
-26.5869,-7.91738,73.8582,0.0272533
20.6239,14.5656,101.383,0.0029211
-25.2151,-9.39912,80.6414,-0.054703
-26.8064,2.3714,90.3418,-0.0641766
-2.80737,-26.7406,78.5376,-0.00708747
10.6328,-23.8384,78.6152,0.00627303
-25.9941,-7.63445,30.7345,0.130799
23.369,12.7715,91.4107,-0.0262227
27.3583,2.85374,93.3622,-0.0404264
24.4012,9.3447,-0.834251,-0.0183825
-25.2929,11.7091,64.1381,0.121117
18.4901,-19.7135,86.1678,-0.00610149
0.782958,26.8219,35.6244,0.00613022
-14.1224,22.0551,76.0523,-0.00464249
-19.5267,-15.1309,95.0812,0.00875449
23.0891,-16.5421,57.9844,-0.0203519
-27.9163,0.942615,53.1593,-0.015548
-7.61523,-24.1098,-4.01132,-0.00148261
24.8783,4.60264,98.6828,0.0043714
-22.5823,11.3009,-7.18297,0.00292206
6.79861,-24.759,95.4138,-0.00154793
-13.279,-23.2843,42.4396,0.0347486
9.72065,25.2658,17.4743,-0.0592644
10.7752,23.6016,2.31385,-0.0207969
18.1166,-20.3484,48.242,-0.0314533
-9.71081,24.9366,29.1304,0.132849
24.627,-10.5424,29.4812,0.0400877
14.5137,23.0309,63.4923,-0.126041
27.1874,8.57803,13.6686,0.0206826
-22.4543,-14.5343,15.7542,-0.0213072
-26.7114,-6.79412,28.4581,-0.102505
-20.5257,-19.7734,20.4934,0.062052
-17.4742,-20.0484,12.3269,0.0129604
-26.6419,7.57174,67.669,-0.00155973
-22.1848,13.493,4.95258,0.027987
-13.3393,21.5275,-6.94132,0.000573874
-15.4193,22.411,38.9227,0.031949
-6.79693,-26.1444,20.5046,0.0134499
13.1992,23.8131,44.6241,0.187611
11.9859,-23.3016,7.73576,0.000343084
-11.3489,24.3674,46.6118,0.0274351
26.7964,1.86023,93.2171,-0.108784
-4.14124,-25.5383,5.204,0.0463631
-24.4727,-13.2325,60.2771,0.0910034
7.83491,24.9557,30.2672,-0.0502708
16.5677,18.9485,98.4546,0.00398684
28.2918,0.252204,33.8724,-0.042116
-4.14983,26.3844,7.76117,0.0124516
26.3358,-8.53896,89.609,0.0702541
23.8893,8.4775,100.071,0.005
